10,642.5902099609375, [0] 
11,642.09814453125, [0] 
12,641.5, [0] 
13,641.094970703125, [0] 
14,640.5902099609375, [0] 
15,640.085205078125, [0] 
16,639.5902099609375, [0] 
17,639.0933227539062, [0] 
18,638.6304931640625, [0] 
19,638.124755859375, [0] 
20,637.7796020507812, [0] 
21,637.0914916992188, [0] 
22,636.5654296875, [0] 
23,636.104736328125, [0] 
24,635.7373657226562, [0] 
25,635.0631103515625, [0] 
26,634.914794921875, [0] 
27,634.4401245117188, [0] 
28,634.1790771484375, [0] 
29,634.0399169921875, [0] 
30,634.00390625, [0] 
31,633.9390258789062, [0] 
32,633.9556884765625, [0] 
33,633.8944702148438, [0] 
34,633.9907836914062, [0] 
35,634.0591430664062, [0] 
36,634.3407592773438, [0] 
37,634.3831176757812, [0] 
38,634.491455078125, [0] 
39,634.5384521484375, [0] 
40,634.757568359375, [0] 
41,635.036865234375, [0] 
42,635.367431640625, [0] 
43,635.54833984375, [0] 
44,635.8389892578125, [0] 
45,636.4124755859375, [0] 
46,636.54833984375, [0] 
47,637.2462158203125, [0] 
48,637.4833374023438, [0] 
49,638.1646728515625, [0] 
50,638.4701538085938, [0] 
51,638.6179809570312, [0] 
52,638.9829711914062, [0] 
53,639.49072265625, [0] 
54,639.5384521484375, [0] 
55,639.9594116210938, [0] 
56,640.4784545898438, [0] 
57,640.7186279296875, [0] 
58,641.4331665039062, [0] 
59,642.1314697265625, [0] 
60,642.6314697265625, [0] 
61,643.810546875, [0] 
62,644.7373657226562, [0] 
63,645.7225341796875, [0] 
64,646.5, [0] 
65,647.5, [0] 
66,648.367431640625, [0] 
67,648.6781005859375, [0] 
68,649.0618286132812, [0] 
69,649.2460327148438, [0] 
70,649.2454223632812, [0] 
71,649.242431640625, [0] 
72,649.242431640625, [0] 
73,649.1292114257812, [0] 
74,649.0189208984375, [0] 
75,648.9361572265625, [0] 
76,648.7747192382812, [0] 
77,648.165771484375, [0] 
78,643.792724609375, [1] 
