% Model:              COMSOL Planar Trap Model (GitHub).mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 10 2025, 17:46
% Dimension:          1
% Nodes:              1814
% Expressions:        1
% Description:        Line graph
% cln2x                   Height
0                         921.8741966934684
6.0493860218328865E-5     921.9133978982599
2.298716319358851E-4      922.0133241989994
2.8635364799347446E-4     922.0488511947353
6.100151247681665E-4      922.2609723350178
7.361003778240949E-4      922.3510863400294
0.001115274929451432      922.6494772092005
0.0012701319163716945     922.7872414898441
0.0014447526966303095     922.9429380867173
0.0016193734768889523     923.0887593620961
0.0017280996269984777     923.1845297751242
0.001827536473404931      923.278271884703
0.0019671343654645637     923.4113104571979
0.0022434206221289762     923.68368109798
0.0022497422185807706     923.6917873327137
0.0022613904484754394     923.702789609815
0.0024859540633477978     923.9448519228235
0.0026940130410123622     924.1712227576114
0.0028131036163497533     924.3035457784176
0.002857263713992843      924.3508171634459
0.002866153465129022      924.3606803959505
0.0028719627788951554     924.3670734172596
0.0033678320535952475     924.9491458031777
0.003569431695706407      925.2050682117074
0.0035779806682396387     925.2160177827144
0.0038463552080556657     925.5778109847362
0.00400831466103517       925.7978603536591
0.004012859558402589      925.804121499433
0.004255255048362938      926.1330438483548
0.0044516549037185785     926.4068648015298
0.0046935333395254145     926.7639701449237
0.0048335183904348045     926.9741903561745
0.004955825005761444      927.1634827080253
0.004972664281279751      927.1893872753087
0.005191660267754528      927.5299845255543
0.005282129865587543      927.6737112962022
0.0052938528715462604     927.6922000431407
0.005597028779774818      928.1703337935078
0.0057434477207502915     928.4111385266835
0.005949181315805907      928.7435606943985
0.006184303078193953      929.1528985544079
0.006237935180130397      929.2469329416792
0.006289121251263567      929.3356746627467
0.006549282367926151      929.7956170122278
0.0066311486767291        929.943110172194
0.006653084502344128      929.9817667126574
0.006828791356918454      930.2873643451405
0.006881353060672231      930.3806698612987
0.007252645419091069      931.0512990501306
0.0072692017369816175     931.0821060184758
0.00728197851453756       931.1035537321418
0.007332871968342605      931.1982037506525
0.007594701134134851      931.6806575744117
0.007762094464374536      931.9958633930669
0.007770426206409109      932.0111204525497
0.008069900441553035      932.5582979583228
0.00840479306471388       933.1751864704945
0.008724424997324655      933.7827609978807
0.008789649688840967      933.9084844996839
0.009025993978752311      934.3668373714758
0.00944609809003976       935.1449913495868
0.0095424076762144        935.3225910007264
0.009700095557195733      935.6049477984285
0.009763552666398556      935.7223218484309
0.00990671649670849       935.988844352919
0.0100253610726325        936.199411295771
0.010148813460371046      936.4294232746254
0.010343219008125702      936.7934781640312
0.010349762079866723      936.8053396884246
0.010556002779121332      937.1801969247357
0.010822746128599167      937.643863292006
0.010836503116843976      937.6676321717027
0.011075389792248133      938.0758384759947
0.011342414024454961      938.5419872626497
0.011469240022175295      938.7585152304374
0.01167436105055316       939.1085785612138
0.0116971444437892        939.1468315185591
0.011884986025773286      939.4530503524053
0.012120485383030184      939.832544790402
0.012167546501681469      939.9078920270131
0.012358686092212898      940.2118021185233
0.012423824659408167      940.305130100675
0.012524822829349837      940.4642279339406
0.012822567136973113      940.9209478380085
0.012917246193260228      941.0651356119869
0.01321290077998527       941.4871077324967
0.013256394118494844      941.5484119491375
0.013478454305447606      941.8452223149923
0.013491363968465203      941.8630813906024
0.013503692762027411      941.8791224109194
0.013742192474909348      942.1999994671202
0.013862701672164114      942.3570369236298
0.01400799753935316       942.5461765119323
0.014442750127766725      943.0860990082804
0.014467176779978108      943.1146051879207
0.014492385513025965      943.1433378647764
0.014495367718805496      943.1466211233013
0.014762636137956905      943.4421965151281
0.014879218408165529      943.5674154023062
0.01518529610501504       943.898986332126
0.015210906692141854      943.9258450921739
0.015229554912611132      943.9459377188537
0.015253235872450449      943.971279671127
0.015515836115879464      944.2439570151482
0.015678924767922826      944.3953532506084
0.01569399945644457       944.4079578391373
0.01584118153502527       944.5319182549708
0.015920402470244018      944.6001878958772
0.016048838324347336      944.7131179190696
0.01611506169483471       944.7749061625777
0.016126002060007104      944.785126502029
0.01620264415498509       944.8452936734254
0.016304241228991906      944.9272940455547
0.01631828356994331       944.9379433846439
0.016472132232341355      945.0583135312901
0.01666144701149501       945.1992568907516
0.01673168877895967       945.2511708405206
0.01689690894157332       945.3698203162586
0.01711905071280105       945.5173290167031
0.01737651542013207       945.6752676063772
0.017393132818151608      945.6859517120765
0.017413565562247407      945.6991536446561
0.01754399405090625       945.7742680180726
0.017601717722412744      945.8046971569548
0.017676428782448267      945.8434961692415
0.018058638147945297      946.0195554650105
0.018219796682804157      946.0994277862335
0.018469967965404573      946.2006562716696
0.018525899595263254      946.2221705227923
0.018693005971734823      946.2816088331056
0.019083541871825344      946.3990266744635
0.01910082179152245       946.4039560322499
0.01914333744816387       946.4159333896254
0.019281299428380624      946.4472541697004
0.019300209389417247      946.4502714286687
0.019356401261624412      946.4592387915814
0.019697943862152123      946.4984345705608
0.019844316819730812      946.5265012726283
0.02003203253664404       946.551441564323
0.020069553635626805      946.5573877546311
0.020180888478504         946.5633324753743
0.020261615063488926      946.5529563033726
0.020282720897520964      946.5515599838304
0.020514886095268747      946.5576742869532
0.02057948576088381       946.5570340982312
0.020606328220359224      946.5560576405984
0.02061436162501551       946.5558406053301
0.02083156305070904       946.543330778049
0.020862388199710452      946.5395176960743
0.02097009763611815       946.5262486031608
0.02117677369634298       946.4917058009912
0.021419758972308703      946.4484170999187
0.02165915598279016       946.3958787738671
0.021767259182944268      946.3675846335433
0.021964270109917278      946.3049266002964
0.02216543971449588       946.243288081615
0.022339693021114354      946.1769914409206
0.022610199427014643      946.0618174161996
0.02267896726688684       946.0296805235474
0.0227044071349142        946.0187638760955
0.022831256526321467      945.9599326604142
0.022947731575150468      945.9016222072948
0.023166995970031343      945.780266476481
0.023437679275359877      945.6300367394227
0.023689566453842806      945.4780032780567
0.023749839086930763      945.4357608689131
0.02378945204875902       945.4108597073292
0.024008699024814888      945.2409937120751
0.024234273074463297      945.0685560859754
0.024307819307631394      945.0132261831568
0.024332657585684446      944.9943031570895
0.024592145518771605      944.7821790082373
0.02474028106604472       944.6508427834249
0.02478727173073471       944.6083386497786
0.024891202927291363      944.5176226238783
0.024967148466481834      944.4440507145407
0.025033521145622725      944.3835593097431
0.025169277005601037      944.2573970126698
0.025387408052503446      944.0458867457291
0.025556621451036418      943.8707135421199
0.02570777699774965       943.7078065339499
0.025742564853431738      943.6715819908885
0.025800354709387838      943.6115935778823
0.025981553353776617      943.407461205809
0.02606736254420583       943.304606174653
0.026118145581178656      943.2438256451134
0.026293482209527326      943.0299413127052
0.02653731808330824       942.7397254495381
0.026566503525941088      942.7040168968449
0.026622983621300583      942.6345277097498
0.026925877672107947      942.2450427869101
0.026950817540585773      942.2123646481757
0.02699497336351661       942.1541372272451
0.02726748329386884       941.7831029837519
0.027483141116991752      941.482454059167
0.027603057372942982      941.3113661110535
0.02774055145205645       941.1106258576649
0.02779070774831366       941.0360113705013
0.02781776945103312       940.9953036957119
0.027919193701269954      940.8461810826243
0.02801706751494544       940.6990336447955
0.028056203804044333      940.6391285938433
0.02807060906333457       940.6179216015031
0.028096030119058618      940.5807498752768
0.02835210843657092       940.1830393449889
0.02837274761124134       940.1496325794001
0.02841184476208826       940.0865532001453
0.028635168234070495      939.7282889750935
0.028799914192576645      939.4631654647038
0.028813896278059702      939.4407791099271
0.028842664950063296      939.3950300516717
0.029102617647249023      938.9651484388309
0.029119077306147836      938.9355962629287
0.029152953268941077      938.8753722236548
0.029539007949319643      938.2248526153688
0.02955417498314158       938.2005838369939
0.02956214056918379       938.1872418317265
0.029646873270920363      938.0440777313199
0.029732159977878918      937.9009201032231
0.02988482961825307       937.623791995313
0.029909198783460288      937.5792839884404
0.029922129961534313      937.5573428315734
0.029948423742559897      937.5076997461383
