
105,-0.17729949951171875
106,-0.14667129516601562
107,-0.1618499755859375
108,-0.12559127807617188
109,-0.18635940551757812
110,-0.2930717468261719
111,-0.20122528076171875
112,-0.20845794677734375
113,-0.24160003662109375
114,-0.2591896057128906
115,1.33197021484375
116,4.342334747314453
117,8.875019073486328
118,14.060470581054688
119,19.21710968017578
120,24.33447265625
121,30.406089782714844
122,36.24330139160156
123,42.880958557128906
124,47.30387878417969
125,52.027183532714844
126,56.81315612792969
127,61.58246612548828
128,66.55763244628906
129,71.74764251708984
130,77.01277160644531
131,82.23505401611328
132,87.46289825439453
133,92.91594696044922
134,98.0008773803711
135,102.92951202392578
136,108.2408676147461
137,112.90128326416016
138,117.82923126220703
139,122.7053451538086
140,127.7248306274414
141,132.40856170654297
142,137.41478729248047
143,142.02153778076172
144,146.99031829833984
145,151.8355484008789
146,156.54523468017578
147,160.92667388916016
148,165.2585220336914
149,169.78197479248047
150,173.70726776123047
151,177.74279022216797
152,181.3216323852539
153,184.91802215576172
154,188.3228988647461
155,191.45148468017578
156,194.86908721923828
157,197.8724594116211
158,200.98384857177734
159,203.7555160522461
160,206.48897552490234
161,209.36617279052734
162,212.0186996459961
163,214.64134979248047
164,217.25591278076172
165,219.6986312866211
166,222.07210540771484
167,224.4786605834961
168,226.85616302490234
169,228.8707504272461
170,231.11894989013672
171,233.3231430053711
172,235.4458236694336
173,237.35546112060547
174,239.3062973022461
175,241.12938690185547
176,243.0130844116211
177,244.83293914794922
178,246.3133773803711
179,247.8375473022461
180,249.53820037841797
181,251.02571868896484
182,252.25655364990234
183,253.5608139038086
184,254.8344955444336
185,255.9453353881836
186,257.04637908935547
187,258.04549407958984
188,259.07250213623047
189,260.0614242553711
190,261.10262298583984
191,261.87410736083984
192,262.6408920288086
193,263.59691619873047
194,264.33129119873047
195,264.96407318115234
196,265.76082611083984
197,266.3479537963867
198,267.0514144897461
199,267.4543685913086
200,268.22838592529297
201,268.6369857788086
202,269.2590560913086
203,269.92369842529297
204,270.2952194213867
205,270.78697967529297
206,271.28356170654297
207,271.7527084350586
208,272.0843734741211
209,272.6653060913086
210,273.0653305053711
211,273.78206634521484
212,274.2253952026367
213,274.7437973022461
214,275.2229537963867
215,275.8479537963867
216,276.20442962646484
217,276.7267379760742
218,277.1290817260742
219,277.2502670288086
220,277.47252655029297
221,277.6093063354492
222,277.5930404663086
223,277.8104476928711
224,277.58690643310547
225,277.5960006713867
226,277.63961029052734
227,277.6164779663086
228,277.3765182495117
229,277.47872161865234
230,277.2621078491211
231,277.36519622802734
232,277.3003463745117
233,277.12349700927734
234,277.16893768310547
235,277.2361373901367
236,277.1949996948242
237,277.07942962646484
238,277.1765365600586
239,277.14476776123047
